timestamp,controller,test_type,target_distance_cm,target_angle_deg,target_x_cm,target_y_cm,target_theta_deg,max_duration_s,run_time_s,final_x_m,final_y_m,final_yaw_rad,final_distance_error_cm,final_lateral_error_cm,final_yaw_error_deg,max_abs_v,max_abs_omega,mean_abs_distance_error_cm,mean_abs_lateral_error_cm,mean_abs_yaw_error_deg,report_dir,params
2026-06-13_09-23-30,PID,rotation,60.0,90.0,60.0,60.0,-90.0,10.0,6.613550424575806,-1.4576281309127808,-2.9165449142456055,0.9084484679182075,0.18875675135310763,-0.03185032236203164,2.756189806581709,0.0,2.5,0.2754702598814002,0.06887277042246186,28.63177026348654,/root/yahboomcar_ws/demo_reports/controller_calibration/PID_rotation_2026-06-13_09-23-29,"{'kp_dist': 0.6, 'ki_dist': 0.0, 'kd_dist': 0.2, 'kp_yaw': 0.6, 'ki_yaw': 0.0, 'kd_yaw': 0.2, 'kx': 0.5, 'ky': 1.2, 'ktheta': 1.5, 'kdtheta': 0.08, 'w_target': 0.5, 'w_final_yaw': 0.3, 'v_max': 0.8, 'v_min': 0.1, 'omega_max': 2.5, 'allow_reverse': True}"
