x_m,y_m,time_s
2.571274252633709,2.420145035186273,52.49420094490051
2.571274252633709,2.420145035186273,52.55580735206604
2.557012148064618,2.4487909580071454,52.64079236984253
2.5610233467110413,2.440734328896905,52.72977924346924
2.177561270729492,2.3178910126085945,52.80048966407776
2.554337980213289,2.4541621152236788,52.80049991607666
2.177561270729492,2.3178910126085945,52.88273310661316
2.554337980213289,2.4541621152236788,52.88274431228638
1.9742437401138648,2.36813095510884,52.96802043914795
2.550772440788374,2.4613236226075363,52.968048334121704
1.973124327975433,2.3941068690802556,53.04453110694885
2.560577634358963,2.441629557337847,53.04454469680786
1.9735548703159882,2.3841161512602884,53.10263013839722
1.9735548703159882,2.3841161512602884,53.18694710731506
1.9728660005181118,2.400101347411737,53.27384400367737
1.9672258886713783,2.5309799175915626,53.34850287437439
1.6634373474636481,2.691731964993724,53.43594813346863
1.9741145763852042,2.37112819427458,53.435970067977905
1.670925185600357,2.7228435191342273,53.51404166221619
1.973770141486266,2.3791207923503044,53.51405382156372
1.5386461547630617,2.7834641305286763,53.60175824165344
1.7869926509764467,2.4140550563972774,53.601768255233765
1.9732965428586673,2.390110629591769,53.60177302360535
1.5386461547630617,2.7834641305286763,53.682180404663086
1.7869926509764467,2.4140550563972774,53.68219065666199
1.9732965428586673,2.390110629591769,53.68219804763794
1.5481888768598497,2.8076496147117465,53.75866103172302
1.791234639954777,2.457850126109885,53.75868511199951
1.5415823803123105,2.7909058264995967,53.8367486000061
1.4607479739735543,2.935648719014873,53.92788219451904
1.5636040281785948,2.8467184353918147,53.92788887023926
1.4607479739735543,2.935648719014873,53.9874701499939
1.5636040281785948,2.8467184353918147,53.98747658729553
1.29220265597788,3.126318222017569,54.069103717803955
1.4308943008765649,3.1074176573803127,54.069111824035645
1.5492899669099534,2.8104402645620525,54.06912159919739
1.3321669149718618,3.1655465795910893,54.1524224281311
1.5518591478581405,2.8169517069529757,54.15243649482727
1.336448783153242,3.1697496014994186,54.24321246147156
1.3943416944678906,3.059837123011363,54.243218421936035
1.555529418856431,2.8262537991942045,54.2432279586792
1.335522400782307,3.1432547131380657,54.31929540634155
1.4046714006180605,3.042744795486964,54.31930112838745
1.5848930717054168,2.8467109227577962,54.319310426712036
1.3368860780801546,3.138331934197184,54.40151238441467
1.5949924875845154,2.86049364476906,54.40152597427368
1.3368860780801546,3.138331934197184,54.48856782913208
1.5949924875845154,2.86049364476906,54.48858428001404
1.3271594384034122,3.128262552858467,54.54689288139343
1.4132343331666513,3.0468996925837972,54.54689884185791
1.4702379287224259,2.9018625720170785,54.54690408706665
1.3653712460072414,3.1678208458755996,54.65141487121582
1.4155859363653363,3.0501354347314127,54.651421546936035
1.3236856414767846,3.1246663482996495,54.71389937400818
1.4549752286206,3.104334031325589,54.713908672332764
1.3159850961113393,3.119411037684404,54.80673861503601
1.4555721672398625,3.1097200141511134,54.80674433708191
1.521454428332694,3.0068113199026945,54.80674910545349
1.3089046671562423,3.1172203238244927,54.895137310028076
1.4484331859250685,3.1067199041405216,54.895164251327515
1.5137175023893206,3.0034308451729133,54.895177125930786
1.3295633853606168,3.1559099429088495,54.97432470321655
1.517143935143996,3.036859770773324,54.97433638572693
1.6002088462674489,2.949679837371881,54.97434139251709
1.3397521984416592,3.1792784205880964,55.04851269721985
1.595775717943158,2.967170790237888,55.04852843284607
1.7055826328815298,2.9404391691062073,55.04853296279907
1.3401009154277075,3.196615798107679,55.132182359695435
1.3674723952548709,3.0614710898854867,55.13218951225281
1.6832759240882904,2.9113583462677877,55.13220143318176
1.3308936422523907,3.2182398022090153,55.210702419281006
1.3537319730577815,3.084168105116786,55.21070885658264
1.6543694510707856,2.906891163598372,55.210721015930176
1.760143271370573,2.823263974314117,55.21072578430176
1.312002686619703,3.2347526732499836,55.293134450912476
1.3302686630035305,3.0999818922107973,55.29316258430481
1.6247039157840577,2.9125842158639177,55.293179988861084
1.7275727959242504,2.8254085234542843,55.29319453239441
1.8516591354573675,2.7933785886810654,55.293200731277466
1.2864043051141687,3.2139266712150962,55.351770877838135
1.337071943106094,3.1073109568926847,55.35177779197693
1.618559109578936,2.894605308190091,55.35179018974304
1.7368127208767907,2.8735294774850826,55.3517951965332
1.8516591354573675,2.7933785886810654,55.3518009185791
1.3542785011646719,3.1890166479116715,55.44739365577698
1.3801465718944916,3.053784875535758,55.44741106033325
1.6890754633203375,2.89848017941754,55.44742941856384
1.7996698650291805,2.8430987351692414,55.44743728637695
1.3295932537769963,3.2087074688980577,55.52236795425415
1.3516642153682858,3.0747781957749556,55.522392988204956
1.7645864610243676,2.874885384122669,55.52241921424866
1.270224534938418,3.193578650959765,55.6075382232666
1.352741451282131,3.119235973419467,55.60754442214966
1.7361158663092708,2.8956175910062036,55.607566833496094
1.8447467558578277,2.7805043676361816,55.60757231712341
1.2477990027309576,3.2148539562250624,55.686678647994995
1.3273673508141548,3.1373636137942333,55.68668508529663
1.7017707332814087,2.8990293312253894,55.686702251434326
1.8089970622701164,2.8166512665801227,55.68670725822449
1.334987375046907,3.186382871841204,55.766308307647705
1.361685674560532,3.054833726450545,55.766331911087036
1.6634711567820202,2.888315845810105,55.76635217666626
1.7715918266202215,2.8172909231417416,55.76636004447937
1.3360738829592196,3.0872963650576963,55.844069480895996
1.7282092178485813,2.8372118992866326,55.84408736228943
1.3195976756254248,3.1257155706076456,55.92156958580017
1.4084823296782207,3.061462565591807,55.92157483100891
1.6911484488206392,2.873150398306727,55.92158770561218
1.80318702614191,2.8179560993977146,55.921592473983765
1.4162255907749872,3.0719048931644233,55.99230217933655
1.8035048933810494,2.821943457579293,55.99232196807861
1.3614885503604481,3.106031206642987,56.067569971084595
1.7274470521735192,2.8257806893240187,56.06759738922119
1.3330038974788043,2.9328285975599893,56.15139436721802
1.6920938057318744,2.828426672331339,56.151408195495605
1.2934097346919249,2.936372874744202,56.23814058303833
1.6557272618859324,2.8194315952115434,56.238160610198975
1.7718912571746188,2.7408396816546703,56.23816728591919
1.2585137915465212,2.909430102285721,56.31322121620178
1.641996678347697,2.8115912993268792,56.3132381439209
1.7626635464360618,2.7713784246278874,56.31324362754822
1.2612122623125739,2.911368283507919,56.39973425865173
1.640795910469865,2.8078076160259884,56.399755001068115
1.761739216192429,2.766857051606787,56.39977145195007
1.268531396301164,2.8984483149308646,56.48222470283508
1.650079628651227,2.8024832099215637,56.48225808143616
1.771167845861482,2.7586812640086493,56.4822678565979
1.2900862555668127,2.903684787539558,56.56053304672241
1.387323318326484,2.806207267356024,56.560540199279785
1.6599263893624778,2.796073216476369,56.56055021286011
1.7818003857892595,2.754507656118297,56.560555934906006
1.3367603216252417,2.927553401601411,56.642736196517944
1.681239163424484,2.7933769739505188,56.642903566360474
1.354602378806408,2.95411761656333,56.70284700393677
1.5617228251928879,2.82498203375875,56.70285725593567
1.6719665262850079,2.7401790987475287,56.70286250114441
1.3875531817267899,2.9147391755680494,56.80157160758972
1.4226903231211325,2.6828936440122635,56.8015775680542
1.5962411601398694,2.7697157344526677,56.80158233642578
