time_s,x_m,y_m,yaw_rad,cmd_linear_x_mps,cmd_angular_z_radps,wheel_fl_radps,wheel_fr_radps,wheel_rl_radps,wheel_rr_radps,left_wheel_linear_mps,right_wheel_linear_mps,odom_ok,cmd_ok
0.12185406684875488,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0.22118616104125977,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0.3212127685546875,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0.42112088203430176,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0.5211615562438965,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0.6211445331573486,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0.7218272686004639,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0.8212239742279053,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0.9212169647216797,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.12,-0.10948898800836447,3.9955079667923936,3.3891074178229905,3.9955079667923936,3.3891074178229905,0.1298540089207528,0.11014599107924719,1,1
1.0211570262908936,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.12,-0.10888311538660615,3.9938301656859863,3.390785218929398,3.9938301656859863,3.390785218929398,0.12979948038479455,0.11020051961520544,1,1
1.1211845874786377,0.012419270351529121,6.892040801176336e-06,-0.0018913065943357062,0.12,-0.10762504257320951,3.9903462717411955,3.3942691128741886,3.9903462717411955,3.3942691128741886,0.12968625383158885,0.11031374616841114,1,1
1.2211778163909912,0.019977381452918053,-7.402682058454957e-06,0.011253257700574056,0.12,-0.11009464337835005,3.9971851662785074,3.3874302183368763,3.9971851662785074,3.3874302183368763,0.1299085179040515,0.11009148209594849,1,1
1.3211336135864258,0.027371913194656372,7.581340469187126e-05,0.011253257700574056,0.12,-0.10888311538660615,3.9938301656859863,3.390785218929398,3.9938301656859863,3.390785218929398,0.12979948038479455,0.11020051961520544,1,1
1.421147108078003,0.037231288850307465,0.00018676818581297994,0.006209778283772171,0.12,-0.10888311538660615,3.9938301656859863,3.390785218929398,3.9938301656859863,3.390785218929398,0.12979948038479455,0.11020051961520544,1,1
1.5212013721466064,0.057342223823070526,0.0003354147484060377,0.008605428669904424,0.12,-0.1091550097902162,3.9945831040344446,3.3900322805809395,3.9945831040344446,3.3900322805809395,0.12982395088111945,0.11017604911888054,1,1
1.6211729049682617,0.06825307011604309,0.0004293095844332129,0.0058945586094688905,0.12,-0.10858016070639963,3.9929912142638755,3.391624170351508,3.9929912142638755,3.391624170351508,0.12977221446357595,0.11022778553642402,1,1
1.72121262550354,0.07877989113330841,0.0004913612501695752,0.0031206444316569737,0.12,-0.10888311538660615,3.9938301656859863,3.390785218929398,3.9938301656859863,3.390785218929398,0.12979948038479455,0.11020051961520544,1,1
1.8212170600891113,0.0901985839009285,0.0005269950488582253,0.0002836864479684086,0.12,-0.10885216399625325,3.9937444541434703,3.390870930471914,3.9937444541434703,3.390870930471914,0.1297966947596628,0.1102033052403372,1,1
1.9212169647216797,0.1073303371667862,0.0005318550975061953,-0.00847936063877567,0.12,-0.10826168407641071,3.992109278980829,3.3925061056345545,3.992109278980829,3.3925061056345545,0.12974355156687695,0.11025644843312303,1,1
2.0211334228515625,0.11920540779829025,0.0004311596567276865,-0.019953272613780063,0.12,-0.11130566457024159,4.000538763425284,3.3840766211901,4.000538763425284,3.3840766211901,0.13001750981132174,0.10998249018867826,1,1
2.121159791946411,0.12964332103729248,0.00022286134480964392,-0.030040230330726943,0.12,-0.10704942903343435,3.9887522650156644,3.39586311959972,3.9887522650156644,3.39586311959972,0.1296344486130091,0.1103655513869909,1,1
